Cod_Venda;Cod_Data;DataNotaFiscal;Dia;Mes;Ano;Cod_Marca;Marca;UF;Nome_UF;PrecoVenda;PrecoCusto;TotalDesconto;Frete;CustoMaoDeObra;Cod_Modelo;Modelo;Id_Cor;Cores;Cod_Vendedor;Vendedor;Cod_Filial;Nome_Filial;Estado_Filial;Demog_Clientes;Meios_de_Pag;Cat_de_Produtos;Campanhas_de_Mkt;Informacoes_de_Devolu;Canais_de_Venda;Indi_Satisfacao
550;43928;07/04/2020;7;4;2020;M01;Allen Machine;AC;Acre;205,76;102,88;5,14;11,73;30,86;J006;Cigarrete;PMS 2965;Azul;2;Milton;1;Allenópolis;SP;Masculino, 35-44, Classe C;Dinheiro;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Tamanho Incorreto;Online;4/5
551;42834;09/04/2017;9;4;2017;M02;Pardiucci;RO;Rondônia;205,83;102,92;5,15;11,73;30,88;J001;Cropped;PMS 2926;Preto;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Pix;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Sim, Tamanho Incorreto;Loja Física;3/5
552;42595;13/08/2016;13;8;2016;M02;Pardiucci;AC;Acre;206,55;103,28;5,16;11,77;30,98;J004;Pantacourt;PMS 519;Vinho;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Transferência Bancária;Mom, Elastano, Lavagem Escura;Black Friday;Não;Online;3/5
553;43768;30/10/2019;30;10;2019;M01;Allen Machine;PA;Pará;206,63;103,32;5,17;11,78;31;J001;Cropped;PMS 519;Vinho;7;Pedro;4;Bauru;SP;Feminino, 18-24, Classe A;Transferência Bancária;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Sim, Defeito no Produto;Loja Física;2/5
554;42744;09/01/2017;9;1;2017;M03;Patrilolo;PR;Paraná;206,72;103,36;5,17;11,78;31,01;J006;Cigarrete;PMS 576;Verde;2;Milton;1;Allenópolis;SP;Masculino, 35-44, Classe C;Pix;Skinny, Algodão, Sem Rasgo;Black Friday;Não;Loja Física;2/5
555;42889;03/06/2017;3;6;2017;M03;Patrilolo;RS;Rio Grande do Sul;206,76;103,38;5,17;11,79;31,01;J002;Skinny;PMS 519;Vinho;5;Bianka;3;Rio Claro;MG;Masculino, 35-44, Classe C;Transferência Bancária;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Não;Online;3/5
556;43760;22/10/2019;22;10;2019;M05;Milteka;AL;Alagoas;206,79;103,4;5,17;11,79;31,02;J006;Cigarrete;PMS 2765;Branco;6;Airton;3;Rio Claro;MG;Masculino, 35-44, Classe C;Dinheiro;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Não;Online;4.5/5
557;43382;09/10/2018;9;10;2018;M03;Patrilolo;BA;Bahia;207,31;103,66;5,18;11,82;31,1;J006;Cigarrete;PMS 2765;Branco;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Sim, Tecido Incorreto;Loja Física;4/5
558;42840;15/04/2017;15;4;2017;M02;Pardiucci;AP;Amapá;207,95;103,98;5,2;11,85;31,19;J004;Pantacourt;PMS 7515;Bege;6;Airton;3;Rio Claro;MG;Masculino, 25-34, Classe B;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Sim, Tecido Incorreto;Loja Física;3/5
559;43469;04/01/2019;4;1;2019;M03;Patrilolo;PE;Pernambuco;207,96;103,98;5,2;11,85;31,19;J004;Pantacourt;PMS 7515;Bege;7;Pedro;4;Bauru;SP;Feminino, 18-24, Classe A;Débito;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Sim, Tamanho Incorreto;Online;4.5/5
560;44007;25/06/2020;25;6;2020;M05;Milteka;RR;Roraima;208,25;104,13;5,21;11,87;31,24;J003;Flare;PMS 7515;Bege;2;Milton;1;Allenópolis;SP;Masculino, 35-44, Classe C;Pix;Skinny, Algodão, Sem Rasgo;Black Friday;Não;Loja Física;5/5
561;44141;06/11/2020;6;11;2020;M02;Pardiucci;GO;Goiás;208,58;104,29;5,21;11,89;31,29;J003;Flare;PMS 7515;Bege;6;Airton;3;Rio Claro;MG;Feminino, 18-24, Classe A;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Promoção de Verão;Não;Online;2/5
562;43450;16/12/2018;16;12;2018;M01;Allen Machine;RR;Roraima;208,72;104,36;5,22;11,9;31,31;J006;Cigarrete;PMS 7515;Bege;2;Milton;1;Allenópolis;SP;Feminino, 45-54, Classe B;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Dia das Mães;Sim, Defeito no Produto;Loja Física;5/5
563;43914;24/03/2020;24;3;2020;M05;Milteka;SE;Sergipe;208,83;104,42;5,22;11,9;31,33;J004;Pantacourt;PMS 2926;Preto;1;Patricia;1;Allenópolis;SP;Feminino, 45-54, Classe B;Dinheiro;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Sim, Defeito no Produto;Online;3/5
564;43693;16/08/2019;16;8;2019;M03;Patrilolo;RJ;Rio de Janeiro;208,98;104,49;5,22;11,91;31,35;J002;Skinny;PMS 2765;Branco;2;Milton;1;Allenópolis;SP;Masculino, 55-64, Classe A;Cartão de Crédito;Boyfriend, Algodão, Rasgado;Promoção de Verão;Não;Loja Física;2/5
565;42419;19/02/2016;19;2;2016;M01;Allen Machine;RN;Rio Grande do Norte;208,99;104,5;5,22;11,91;31,35;J003;Flare;PMS 576;Verde;5;Bianka;3;Rio Claro;MG;Feminino, 18-24, Classe A;Dinheiro;Cropped, Elastano, Lavagem Clara;Lançamento de Coleção;Sim, Defeito no Produto;Online;2/5
566;42432;03/03/2016;3;3;2016;M05;Milteka;PA;Pará;209,19;104,6;5,23;11,92;31,38;J003;Flare;PMS 519;Vinho;6;Airton;3;Rio Claro;MG;Masculino, 55-64, Classe A;Dinheiro;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Tamanho Incorreto;Loja Física;4.5/5
567;43475;10/01/2019;10;1;2019;M05;Milteka;SC;Santa Catarina;209,39;104,7;5,23;11,94;31,41;J006;Cigarrete;PMS 2926;Preto;6;Airton;3;Rio Claro;MG;Masculino, 35-44, Classe C;Transferência Bancária;Mom, Elastano, Lavagem Escura;Lançamento de Coleção;Não;Online;4.5/5
568;43153;22/02/2018;22;2;2018;M01;Allen Machine;RO;Rondônia;209,4;104,7;5,24;11,94;31,41;J005;Hot Pants;PMS 2926;Preto;1;Patricia;1;Allenópolis;SP;Masculino, 25-34, Classe B;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Não;Loja Física;4.5/5
569;43711;03/09/2019;3;9;2019;M03;Patrilolo;RO;Rondônia;209,73;104,87;5,24;11,95;31,46;J005;Hot Pants;PMS 2965;Azul;1;Patricia;1;Allenópolis;SP;Masculino, 35-44, Classe C;Cartão de Crédito;Mom, Elastano, Lavagem Escura;Lançamento de Coleção;Sim, Tecido Incorreto;Online;4/5
570;43270;19/06/2018;19;6;2018;M05;Milteka;RS;Rio Grande do Sul;209,77;104,89;5,24;11,96;31,47;J003;Flare;PMS 576;Verde;2;Milton;1;Allenópolis;SP;Masculino, 55-64, Classe A;Cartão de Crédito;Mom, Elastano, Lavagem Escura;Black Friday;Não;Online;5/5
571;44124;20/10/2020;20;10;2020;M03;Patrilolo;SC;Santa Catarina;209,78;104,89;5,24;11,96;31,47;J003;Flare;PMS 7515;Bege;2;Milton;1;Allenópolis;SP;Masculino, 35-44, Classe C;Débito;Mom, Elastano, Lavagem Escura;Lançamento de Coleção;Não;Online;4.5/5
572;43242;22/05/2018;22;5;2018;M03;Patrilolo;PI;Piauí;209,83;104,92;5,25;11,96;31,48;J005;Hot Pants;PMS 2926;Preto;4;Edson;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Dia das Mães;Sim, Defeito no Produto;Online;3/5
573;42569;18/07/2016;18;7;2016;M01;Allen Machine;PA;Pará;210,32;105,16;5,26;11,99;31,55;J001;Cropped;PMS 2965;Azul;7;Pedro;4;Bauru;SP;Masculino, 25-34, Classe B;Dinheiro;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Não;Loja Física;5/5
574;43181;22/03/2018;22;3;2018;M05;Milteka;GO;Goiás;210,57;105,29;5,26;12;31,59;J005;Hot Pants;PMS 519;Vinho;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Débito;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Não;Loja Física;2/5
575;43344;01/09/2018;1;9;2018;M01;Allen Machine;PA;Pará;210,57;105,29;5,26;12;31,59;J002;Skinny;PMS 2765;Branco;1;Patricia;1;Allenópolis;SP;Masculino, 55-64, Classe A;Pix;Skinny, Algodão, Sem Rasgo;Dia das Mães;Não;Loja Física;5/5
576;42639;26/09/2016;26;9;2016;M04;Salvion;ES;Espírito Santo;211,05;105,53;5,28;12,03;31,66;J005;Hot Pants;PMS 576;Verde;6;Airton;3;Rio Claro;MG;Feminino, 18-24, Classe A;Pix;Mom, Elastano, Lavagem Escura;Lançamento de Coleção;Sim, Defeito no Produto;Loja Física;5/5
577;42656;13/10/2016;13;10;2016;M05;Milteka;SC;Santa Catarina;211,1;105,55;5,28;12,03;31,67;J003;Flare;PMS 576;Verde;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Pix;Boyfriend, Algodão, Rasgado;Promoção de Verão;Não;Online;4.5/5
578;43534;10/03/2019;10;3;2019;M04;Salvion;RN;Rio Grande do Norte;211,41;105,71;5,29;12,05;31,71;J004;Pantacourt;PMS 2965;Azul;2;Milton;1;Allenópolis;SP;Masculino, 55-64, Classe A;Dinheiro;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Sim, Defeito no Produto;Loja Física;4/5
579;42571;20/07/2016;20;7;2016;M02;Pardiucci;MS;Mato Grosso do Sul;211,41;105,71;5,29;12,05;31,71;J004;Pantacourt;PMS 2926;Preto;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Transferência Bancária;Boyfriend, Algodão, Rasgado;Black Friday;Sim, Defeito no Produto;Loja Física;4.5/5
580;42730;26/12/2016;26;12;2016;M04;Salvion;SC;Santa Catarina;212,01;106,01;5,3;12,08;31,8;J005;Hot Pants;PMS 519;Vinho;6;Airton;3;Rio Claro;MG;Feminino, 45-54, Classe B;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Não;Online;5/5
581;42515;25/05/2016;25;5;2016;M03;Patrilolo;ES;Espírito Santo;212,05;106,03;5,3;12,09;31,81;J004;Pantacourt;PMS 7515;Bege;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Débito;Mom, Elastano, Lavagem Escura;Lançamento de Coleção;Sim, Tecido Incorreto;Loja Física;4.5/5
582;43396;23/10/2018;23;10;2018;M02;Pardiucci;PI;Piauí;212,21;106,11;5,31;12,09;31,83;J001;Cropped;PMS 576;Verde;1;Patricia;1;Allenópolis;SP;Masculino, 35-44, Classe C;Débito;Skinny, Algodão, Sem Rasgo;Dia das Mães;Não;Online;3/5
583;44117;13/10/2020;13;10;2020;M05;Milteka;SC;Santa Catarina;212,26;106,13;5,31;12,1;31,84;J002;Skinny;PMS 576;Verde;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Transferência Bancária;Boyfriend, Algodão, Rasgado;Dia das Mães;Sim, Tamanho Incorreto;Loja Física;2/5
584;44083;09/09/2020;9;9;2020;M05;Milteka;PR;Paraná;212,49;106,25;5,31;12,11;31,88;J001;Cropped;PMS 2926;Preto;7;Pedro;4;Bauru;SP;Feminino, 18-24, Classe A;Débito;Skinny, Algodão, Sem Rasgo;Black Friday;Não;Online;3/5
585;42883;28/05/2017;28;5;2017;M01;Allen Machine;MG;Minas Gerais;212,68;106,34;5,32;12,12;31,9;J004;Pantacourt;PMS 576;Verde;6;Airton;3;Rio Claro;MG;Masculino, 55-64, Classe A;Cartão de Crédito;Boyfriend, Algodão, Rasgado;Black Friday;Não;Online;5/5
586;43335;23/08/2018;23;8;2018;M02;Pardiucci;DF;Distrito Federal;213,25;106,63;5,33;12,15;31,99;J003;Flare;PMS 2765;Branco;4;Edson;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Não;Loja Física;3/5
587;43488;23/01/2019;23;1;2019;M01;Allen Machine;SC;Santa Catarina;213,39;106,7;5,33;12,16;32,01;J003;Flare;PMS 519;Vinho;2;Milton;1;Allenópolis;SP;Feminino, 18-24, Classe A;Débito;Boyfriend, Algodão, Rasgado;Black Friday;Sim, Tecido Incorreto;Loja Física;4/5
588;43168;09/03/2018;9;3;2018;M01;Allen Machine;RJ;Rio de Janeiro;213,89;106,95;5,35;12,19;32,09;J001;Cropped;PMS 2926;Preto;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Dia das Mães;Sim, Defeito no Produto;Online;3/5
589;44103;29/09/2020;29;9;2020;M02;Pardiucci;BA;Bahia;213,96;106,98;5,35;12,2;32,09;J005;Hot Pants;PMS 519;Vinho;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Débito;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Sim, Tecido Incorreto;Loja Física;3/5
590;43267;16/06/2018;16;6;2018;M03;Patrilolo;AC;Acre;213,98;106,99;5,35;12,2;32,1;J005;Hot Pants;PMS 2965;Azul;4;Edson;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Lançamento de Coleção;Sim, Defeito no Produto;Loja Física;4.5/5
591;44030;18/07/2020;18;7;2020;M02;Pardiucci;RS;Rio Grande do Sul;214,12;107,06;5,35;12,21;32,12;J003;Flare;PMS 2765;Branco;6;Airton;3;Rio Claro;MG;Masculino, 25-34, Classe B;Dinheiro;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Não;Loja Física;5/5
592;43753;15/10/2019;15;10;2019;M04;Salvion;SP;São Paulo;214,13;107,07;5,35;12,21;32,12;J002;Skinny;PMS 576;Verde;1;Patricia;1;Allenópolis;SP;Masculino, 55-64, Classe A;Dinheiro;Boyfriend, Algodão, Rasgado;Black Friday;Sim, Defeito no Produto;Loja Física;2/5
593;42793;27/02/2017;27;2;2017;M01;Allen Machine;MT;Mato Grosso;214,38;107,19;5,36;12,22;32,16;J005;Hot Pants;PMS 519;Vinho;1;Patricia;1;Allenópolis;SP;Feminino, 45-54, Classe B;Dinheiro;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Não;Loja Física;4/5
594;43037;29/10/2017;29;10;2017;M04;Salvion;SC;Santa Catarina;214,69;107,35;5,37;12,24;32,21;J001;Cropped;PMS 519;Vinho;7;Pedro;4;Bauru;SP;Feminino, 45-54, Classe B;Dinheiro;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Não;Loja Física;5/5
595;44114;10/10/2020;10;10;2020;M02;Pardiucci;PB;Paraíba;215,11;107,56;5,38;12,26;32,27;J001;Cropped;PMS 2926;Preto;2;Milton;1;Allenópolis;SP;Masculino, 25-34, Classe B;Cartão de Crédito;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Não;Loja Física;2/5
596;43273;22/06/2018;22;6;2018;M05;Milteka;PR;Paraná;215,73;107,87;5,39;12,3;32,36;J004;Pantacourt;PMS 2965;Azul;4;Edson;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Black Friday;Sim, Tamanho Incorreto;Loja Física;4/5
597;44066;23/08/2020;23;8;2020;M04;Salvion;AP;Amapá;215,96;107,98;5,4;12,31;32,39;J003;Flare;PMS 2965;Azul;7;Pedro;4;Bauru;SP;Feminino, 45-54, Classe B;Débito;Cropped, Elastano, Lavagem Clara;Black Friday;Sim, Tecido Incorreto;Loja Física;4/5
598;44146;11/11/2020;11;11;2020;M01;Allen Machine;ES;Espírito Santo;216,15;108,08;5,4;12,32;32,42;J001;Cropped;PMS 576;Verde;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Pix;Skinny, Algodão, Sem Rasgo;Dia das Mães;Sim, Defeito no Produto;Loja Física;4.5/5
599;43160;01/03/2018;1;3;2018;M02;Pardiucci;BA;Bahia;216,31;108,16;5,41;12,33;32,45;J003;Flare;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Não;Loja Física;2/5
600;42518;28/05/2016;28;5;2016;M04;Salvion;RS;Rio Grande do Sul;216,52;108,26;5,41;12,34;32,48;J003;Flare;PMS 7515;Bege;6;Airton;3;Rio Claro;MG;Masculino, 25-34, Classe B;Débito;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Não;Loja Física;2/5
601;42997;19/09/2017;19;9;2017;M01;Allen Machine;AM;Amazonas;216,62;108,31;5,42;12,35;32,49;J004;Pantacourt;PMS 519;Vinho;2;Milton;1;Allenópolis;SP;Masculino, 55-64, Classe A;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Sim, Tecido Incorreto;Loja Física;3/5
602;43704;27/08/2019;27;8;2019;M03;Patrilolo;PB;Paraíba;217,09;108,55;5,43;12,37;32,57;J006;Cigarrete;PMS 576;Verde;5;Bianka;3;Rio Claro;MG;Masculino, 35-44, Classe C;Débito;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Sim, Tecido Incorreto;Online;3/5
603;43566;11/04/2019;11;4;2019;M02;Pardiucci;PR;Paraná;217,16;108,58;5,43;12,38;32,57;J003;Flare;PMS 2965;Azul;2;Milton;1;Allenópolis;SP;Feminino, 45-54, Classe B;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Sim, Tamanho Incorreto;Online;5/5
604;43587;02/05/2019;2;5;2019;M05;Milteka;PE;Pernambuco;217,34;108,67;5,43;12,39;32,6;J005;Hot Pants;PMS 2965;Azul;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Tecido Incorreto;Loja Física;2/5
605;43591;06/05/2019;6;5;2019;M05;Milteka;RJ;Rio de Janeiro;217,72;108,86;5,44;12,41;32,66;J002;Skinny;PMS 7515;Bege;5;Bianka;3;Rio Claro;MG;Masculino, 55-64, Classe A;Dinheiro;Mom, Elastano, Lavagem Escura;Dia das Mães;Sim, Tecido Incorreto;Online;3/5
606;43741;03/10/2019;3;10;2019;M05;Milteka;GO;Goiás;217,77;108,89;5,44;12,41;32,67;J002;Skinny;PMS 2765;Branco;4;Edson;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Dinheiro;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Sim, Tecido Incorreto;Online;4/5
607;43034;26/10/2017;26;10;2017;M01;Allen Machine;PE;Pernambuco;218,57;109,29;5,46;12,46;32,79;J006;Cigarrete;PMS 2965;Azul;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Sim, Tecido Incorreto;Loja Física;4.5/5
608;43554;30/03/2019;30;3;2019;M01;Allen Machine;ES;Espírito Santo;218,89;109,45;5,47;12,48;32,84;J005;Hot Pants;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Dinheiro;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Tecido Incorreto;Online;4/5
609;43739;01/10/2019;1;10;2019;M02;Pardiucci;AC;Acre;218,89;109,45;5,47;12,48;32,84;J001;Cropped;PMS 2765;Branco;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Pix;Cropped, Elastano, Lavagem Clara;Black Friday;Não;Online;4/5
610;43033;25/10/2017;25;10;2017;M03;Patrilolo;RJ;Rio de Janeiro;218,92;109,46;5,47;12,48;32,84;J005;Hot Pants;PMS 2926;Preto;1;Patricia;1;Allenópolis;SP;Masculino, 55-64, Classe A;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Não;Loja Física;3/5
611;42605;23/08/2016;23;8;2016;M03;Patrilolo;DF;Distrito Federal;218,93;109,47;5,47;12,48;32,84;J004;Pantacourt;PMS 7515;Bege;2;Milton;1;Allenópolis;SP;Masculino, 25-34, Classe B;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Não;Loja Física;3/5
612;43764;26/10/2019;26;10;2019;M04;Salvion;RJ;Rio de Janeiro;219,39;109,7;5,48;12,51;32,91;J003;Flare;PMS 519;Vinho;1;Patricia;1;Allenópolis;SP;Masculino, 25-34, Classe B;Débito;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Tamanho Incorreto;Online;5/5
613;43112;12/01/2018;12;1;2018;M05;Milteka;SE;Sergipe;219,5;109,75;5,49;12,51;32,93;J006;Cigarrete;PMS 519;Vinho;1;Patricia;1;Allenópolis;SP;Feminino, 45-54, Classe B;Débito;Mom, Elastano, Lavagem Escura;Dia das Mães;Não;Online;4.5/5
614;42981;03/09/2017;3;9;2017;M03;Patrilolo;RJ;Rio de Janeiro;219,51;109,76;5,49;12,51;32,93;J002;Skinny;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Transferência Bancária;Boyfriend, Algodão, Rasgado;Promoção de Verão;Sim, Defeito no Produto;Loja Física;4/5
615;43872;11/02/2020;11;2;2020;M02;Pardiucci;TO;Tocantins;219,87;109,94;5,5;12,53;32,98;J003;Flare;PMS 2765;Branco;6;Airton;3;Rio Claro;MG;Feminino, 45-54, Classe B;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Sim, Tamanho Incorreto;Online;5/5
616;43581;26/04/2019;26;4;2019;M01;Allen Machine;PE;Pernambuco;220,04;110,02;5,5;12,54;33,01;J002;Skinny;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Débito;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Não;Online;5/5
617;43424;20/11/2018;20;11;2018;M02;Pardiucci;PB;Paraíba;220,1;110,05;5,5;12,55;33,02;J006;Cigarrete;PMS 576;Verde;1;Patricia;1;Allenópolis;SP;Feminino, 45-54, Classe B;Dinheiro;Skinny, Algodão, Sem Rasgo;Black Friday;Sim, Tamanho Incorreto;Online;4/5
618;44186;21/12/2020;21;12;2020;M02;Pardiucci;AP;Amapá;220,11;110,06;5,5;12,55;33,02;J006;Cigarrete;PMS 2765;Branco;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Dinheiro;Cropped, Elastano, Lavagem Clara;Lançamento de Coleção;Sim, Tecido Incorreto;Online;5/5
619;43130;30/01/2018;30;1;2018;M03;Patrilolo;TO;Tocantins;220,13;110,07;5,5;12,55;33,02;J006;Cigarrete;PMS 2926;Preto;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Dinheiro;Cropped, Elastano, Lavagem Clara;Dia das Mães;Sim, Defeito no Produto;Online;2/5
620;43393;20/10/2018;20;10;2018;M04;Salvion;DF;Distrito Federal;220,14;110,07;5,5;12,55;33,02;J002;Skinny;PMS 7515;Bege;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Débito;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Sim, Tamanho Incorreto;Loja Física;4/5
621;44024;12/07/2020;12;7;2020;M04;Salvion;DF;Distrito Federal;220,26;110,13;5,51;12,55;33,04;J006;Cigarrete;PMS 519;Vinho;7;Pedro;4;Bauru;SP;Feminino, 45-54, Classe B;Pix;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Sim, Tamanho Incorreto;Online;4/5
622;43529;05/03/2019;5;3;2019;M01;Allen Machine;MG;Minas Gerais;220,3;110,15;5,51;12,56;33,05;J004;Pantacourt;PMS 2765;Branco;7;Pedro;4;Bauru;SP;Feminino, 18-24, Classe A;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Não;Online;5/5
623;43779;10/11/2019;10;11;2019;M01;Allen Machine;AP;Amapá;220,33;110,17;5,51;12,56;33,05;J005;Hot Pants;PMS 576;Verde;7;Pedro;4;Bauru;SP;Feminino, 18-24, Classe A;Pix;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Sim, Defeito no Produto;Loja Física;5/5
624;42614;01/09/2016;1;9;2016;M05;Milteka;RN;Rio Grande do Norte;220,33;110,17;5,51;12,56;33,05;J005;Hot Pants;PMS 2926;Preto;1;Patricia;1;Allenópolis;SP;Masculino, 25-34, Classe B;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Não;Loja Física;4/5
625;43094;25/12/2017;25;12;2017;M04;Salvion;AC;Acre;220,34;110,17;5,51;12,56;33,05;J004;Pantacourt;PMS 2926;Preto;7;Pedro;4;Bauru;SP;Feminino, 45-54, Classe B;Dinheiro;Cropped, Elastano, Lavagem Clara;Black Friday;Não;Online;4.5/5
626;44149;14/11/2020;14;11;2020;M01;Allen Machine;MS;Mato Grosso do Sul;220,61;110,31;5,52;12,57;33,09;J005;Hot Pants;PMS 7515;Bege;5;Bianka;3;Rio Claro;MG;Masculino, 35-44, Classe C;Dinheiro;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Sim, Defeito no Produto;Loja Física;3/5
627;43914;24/03/2020;24;3;2020;M02;Pardiucci;MS;Mato Grosso do Sul;220,9;110,45;5,52;12,59;33,14;J005;Hot Pants;PMS 2926;Preto;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Débito;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Sim, Defeito no Produto;Online;4/5
628;43761;23/10/2019;23;10;2019;M03;Patrilolo;DF;Distrito Federal;220,97;110,49;5,52;12,6;33,15;J005;Hot Pants;PMS 576;Verde;5;Bianka;3;Rio Claro;MG;Feminino, 18-24, Classe A;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Lançamento de Coleção;Sim, Defeito no Produto;Loja Física;3/5
629;43745;07/10/2019;7;10;2019;M04;Salvion;MS;Mato Grosso do Sul;221,04;110,52;5,53;12,6;33,16;J001;Cropped;PMS 2926;Preto;4;Edson;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Dinheiro;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Sim, Defeito no Produto;Loja Física;4/5
630;42916;30/06/2017;30;6;2017;M04;Salvion;SP;São Paulo;221,06;110,53;5,53;12,6;33,16;J004;Pantacourt;PMS 576;Verde;6;Airton;3;Rio Claro;MG;Masculino, 35-44, Classe C;Dinheiro;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Não;Loja Física;4/5
631;43262;11/06/2018;11;6;2018;M05;Milteka;MG;Minas Gerais;221,38;110,69;5,53;12,62;33,21;J006;Cigarrete;PMS 576;Verde;4;Edson;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Sim, Defeito no Produto;Loja Física;2/5
632;43645;29/06/2019;29;6;2019;M03;Patrilolo;TO;Tocantins;221,49;110,75;5,54;12,62;33,23;J004;Pantacourt;PMS 576;Verde;2;Milton;1;Allenópolis;SP;Masculino, 35-44, Classe C;Pix;Boyfriend, Algodão, Rasgado;Dia das Mães;Sim, Defeito no Produto;Loja Física;4.5/5
